date,death,case,city,PM2.5,PM10,SO2,NO2,O3.24h,O3.8h,CO,t,h,v,w,p
2020/3/6,0,58,深圳,9,19,5,20,80,60,0.75,18.4,75,1.3,1,1010
2020/3/7,0,55,深圳,21,34,5,16,93,81,0.53,21.6,83,1.1,1,1007
2020/3/8,0,48,深圳,24,39,5,21,85,56,0.54,22.5,85,0.9,1,1003
2020/3/9,0,43,深圳,19,29,5,21,63,47,0.55,23.4,86,0.9,1,1001
2020/3/10,0,35,深圳,18,28,5,25,60,22,0.56,22,65,2.9,2,1007
2020/3/11,0,30,深圳,9,18,5,20,109,82,0.75,18.2,65,1.8,2,1010
2020/3/12,0,25,深圳,22,36,5,19,95,86,0.65,20.4,83,1.4,1,1008
2020/3/13,0,22,深圳,30,62,5,20,98,66,0.65,23,86,0.9,1,1008
2020/3/14,0,22,深圳,31,48,5,28,59,27,0.68,21.3,71,2.1,2,1010
2020/3/15,0,21,深圳,17,27,6,20,116,83,0.75,19.8,59,1.6,2,1012
2020/3/16,0,19,深圳,32,53,6,18,121,106,0.7,20.2,67,1.6,2,1012
2020/3/17,0,21,深圳,23,51,6,19,125,113,0.55,20.1,79,0.9,1,1011
2020/3/18,0,21,深圳,27,60,6,24,112,81,0.55,20.2,86,0.5,1,1009
2020/3/19,0,22,深圳,30,57,6,36,83,46,0.59,20,92,1,1,1007
2020/3/20,0,24,深圳,21,33,5,40,60,27,0.66,20.7,89,1,1,1008
2020/3/21,0,26,深圳,29,45,5,30,83,69,0.66,22.1,91,0.9,1,1008
2020/3/22,0,25,深圳,25,49,5,25,84,46,0.57,24.1,83,1.3,1,1007
2020/3/23,0,24,深圳,22,40,6,34,78,31,0.59,24.4,81,1.1,1,1007
2020/3/24,0,24,深圳,23,36,6,31,97,61,0.55,22.7,78,1.3,1,1008
2020/3/25,0,26,深圳,20,35,5,19,108,82,0.52,23.2,76,1.3,1,1007
2020/3/26,0,26,深圳,19,37,5,20,98,70,0.48,23.6,85,0.5,1,1006
2020/3/27,0,27,深圳,21,35,5,24,72,32,0.55,24.6,83,1.5,1,1006
2020/3/28,0,28,深圳,18,31,5,26,62,39,0.5,22.2,88,0.9,1,1006
2020/3/29,0,30,深圳,19,33,6,30,55,36,0.59,19.9,86,2,2,1006
2020/3/30,0,31,深圳,12,33,5,17,76,66,0.55,19.6,95,1.1,1,1005
2020/3/31,0,32,深圳,18,34,5,31,58,7,0.64,18.6,97,0.8,1,1006
2020/4/1,0,32,深圳,20,38,6,35,36,9,0.75,18,88,1.4,1,1008
2020/4/2,0,30,深圳,14,28,5,30,30,10,0.73,20.3,81,1.4,1,1010
2020/4/3,0,31,深圳,17,33,5,21,99,83,0.61,20.5,86,1.3,1,1010
2020/4/4,0,32,深圳,22,35,5,24,93,29,0.67,20.2,88,0.9,1,1011
2020/4/5,0,33,深圳,15,23,5,25,86,50,0.73,16.9,97,1.1,1,1012
2020/4/6,0,32,深圳,15,22,5,25,48,27,0.7,16.2,97,0.8,1,1010
2020/4/7,0,33,深圳,16,22,5,28,58,15,0.73,18.7,82,0.8,1,1009
2020/4/8,0,32,深圳,19,33,6,34,78,42,0.73,20.4,72,0.8,1,1009
2020/4/9,0,31,深圳,22,36,6,30,104,66,0.53,21.5,62,0.8,1,1010
2020/4/10,0,30,深圳,22,45,6,34,140,103,0.48,21.6,60,1.6,2,1010
2020/4/11,0,30,深圳,21,41,6,21,129,116,0.44,22.4,88,1,1,1008
2020/4/12,0,30,深圳,34,64,5,32,95,44,0.6,20,48,3.4,3,1010
2020/4/13,0,32,深圳,10,19,6,15,112,97,0.55,19.3,35,2.4,2,1012
2020/4/14,0,31,深圳,21,38,7,24,154,110,0.4,20.4,57,0.5,1,1010
2020/4/15,0,28,深圳,30,56,7,38,137,98,0.5,21.4,67,0.9,1,1008
2020/4/16,0,27,深圳,41,72,7,44,207,119,0.6,22.3,74,1.5,1,1007
2020/4/17,0,28,深圳,29,53,6,35,115,73,0.56,23.9,73,1.1,1,1008
2020/4/18,0,29,深圳,20,39,5,26,101,57,0.52,24,79,1.3,1,1007
2020/4/19,0,27,深圳,23,46,5,31,89,50,0.54,25.5,79,1.4,1,1006
2020/4/20,0,26,深圳,23,41,5,27,79,34,0.54,26.6,80,1.3,1,1006
2020/4/21,0,25,深圳,15,29,6,26,68,29,0.52,26.4,80,1.3,1,1005
2020/4/22,0,19,深圳,15,25,6,23,58,27,0.5,22.2,89,2.1,2,1008
2020/4/23,0,18,深圳,10,17,5,20,105,54,0.61,19.9,91,1.3,1,1010
2020/4/24,0,13,深圳,11,21,5,26,78,27,0.72,17.9,83,1.8,2,1010
2020/4/25,0,12,深圳,19,33,5,25,69,28,0.62,19.5,82,1,1,1011
2020/4/26,0,12,深圳,29,47,6,35,102,61,0.66,22.8,73,0.5,1,1010
2020/4/27,0,12,深圳,61,96,8,47,227,129,0.81,24,66,0.6,1,1010
2020/4/28,0,12,深圳,40,66,7,42,160,107,0.69,24.6,56,1.4,1,1010
2020/4/29,0,8,深圳,23,50,6,29,168,119,0.55,24.2,69,1.8,2,1010
2020/4/30,0,5,深圳,23,50,6,22,132,85,0.51,25,64,1.1,1,1008
2020/5/1,0,4,深圳,23,45,5,28,132,64,0.51,25.5,79,0.9,1,1005
2020/5/2,0,4,深圳,21,38,5,25,83,55,0.52,25.9,78,1.6,2,1003
2020/5/3,0,4,深圳,21,35,6,23,93,46,0.54,26.9,81,2.5,2,1002
2020/5/4,0,3,深圳,16,31,6,23,123,52,0.53,28.1,81,2.1,2,1003
2020/5/5,0,2,深圳,13,26,5,19,103,28,0.48,27.7,80,4,3,1002
2020/5/6,0,1,深圳,8,18,5,16,58,32,0.43,28.6,83,2.1,2,1002
2020/5/7,0,1,深圳,9,20,5,18,46,29,0.48,28.7,82,2.1,2,1002
2020/5/8,0,1,深圳,7,17,5,16,48,28,0.44,28.9,84,1.9,2,1001
2020/5/9,0,1,深圳,5,15,5,16,41,27,0.45,28.3,85,1.5,1,1002
2020/5/10,0,1,深圳,6,14,5,19,42,27,0.48,27.6,80,1.8,2,1002
2020/5/11,0,1,深圳,10,23,5,24,96,42,0.57,28.1,79,1.4,1,1003
2020/5/12,0,1,深圳,16,36,5,34,126,85,0.64,26.6,84,0.7,1,1004
2020/5/13,0,1,深圳,22,37,6,42,157,93,0.71,26.8,80,1.6,2,1005
2020/5/14,0,1,深圳,29,47,5,29,142,135,0.77,26.9,79,1,1,1004
2020/5/15,0,1,深圳,16,35,5,15,128,73,0.57,29,75,1.4,1,1001
2020/5/16,0,1,深圳,16,30,5,16,80,38,0.55,28.8,77,1.4,1,1001
2020/5/17,0,1,深圳,NA,NA,NA,NA,NA,NA,NA,28.6,78,2.3,2,998
2020/5/18,0,1,深圳,NA,NA,NA,NA,NA,NA,NA,25.6,89,1.5,1,997
2020/1/29,0,6,西宁,58,69,21,30,109,91,2.07,-5.4,41,1.4,1,761
2020/1/30,0,8,西宁,42,50,32,31,107,62,1.8,-5.6,32,1.3,1,758
2020/1/31,0,9,西宁,29,40,25,30,123,83,2.03,-5.1,41,1.6,2,756
2020/2/1,0,12,西宁,41,49,21,27,123,88,1.53,-4.5,53,3.1,2,757
2020/2/2,0,12,西宁,49,58,21,25,106,97,1.27,-5.5,49,1.6,2,761
2020/2/3,0,14,西宁,30,40,13,25,104,70,1.3,-6,37,1.8,2,759
2020/2/4,0,15,西宁,30,39,18,29,91,52,1.4,-3.8,24,1.3,1,757
2020/2/5,0,12,西宁,22,32,19,31,89,60,1.6,-5.6,35,1.4,1,756
2020/2/6,0,12,西宁,39,47,24,33,86,67,1.67,-5.1,41,1.1,1,758
2020/2/7,0,12,西宁,43,51,18,36,103,53,1.6,-4,39,2,2,761
2020/2/8,0,12,西宁,43,55,23,34,112,99,1.87,-2.7,42,1.4,1,766
2020/2/9,0,12,西宁,51,62,22,29,121,94,1.23,-3,42,1.3,1,764
2020/2/10,0,12,西宁,51,63,19,35,113,57,1.53,-2,24,2.4,2,757
2020/2/11,0,12,西宁,27,38,20,33,100,65,1.63,-1,20,1.9,2,757
2020/2/12,0,10,西宁,20,32,22,35,106,63,1.5,1.1,18,2,2,756
2020/2/13,0,7,西宁,24,36,25,36,106,64,1.63,-0.1,25,5.4,3,751
2020/2/14,0,6,西宁,38,128,23,31,121,105,1.37,-8.3,50,4.6,3,756
2020/2/15,0,4,西宁,34,137,8,17,106,91,0.57,-10.3,45,2.6,2,765
2020/2/16,0,4,西宁,24,65,9,21,97,92,0.7,-6.3,31,2,2,764
2020/2/17,0,4,西宁,32,59,19,26,112,102,1.2,-3.7,26,2.5,2,764
2020/2/18,0,4,西宁,35,56,18,31,114,101,1.3,-1.4,24,2.9,2,760
2020/2/19,0,2,西宁,41,64,16,34,119,99,1.07,-1.8,25,2.4,2,757
2020/2/20,0,1,西宁,38,65,18,32,111,80,1.2,-2.4,31,4.1,3,761
2020/2/21,0,1,西宁,64,190,10,22,94,84,0.53,-2.9,39,3.4,3,765
2020/1/23,0,2,沈阳,98,129,24,48,60,16,1.3,-3.7,67,2.1,2,1024
2020/1/24,0,3,沈阳,74,105,18,34,86,57,0.99,-9.8,46,1,1,1032
2020/1/25,0,5,沈阳,62,81,24,29,74,38,0.61,-8.8,52,1,1,1028
2020/1/26,0,6,沈阳,265,325,74,51,69,41,1.65,-9.3,63,0.8,1,1027
2020/1/27,0,8,沈阳,207,237,30,47,84,51,1.52,-5.7,61,0.9,1,1020
2020/1/28,0,8,沈阳,105,131,43,52,66,38,1.75,-4.8,62,1.9,2,1018
2020/1/29,0,9,沈阳,185,218,26,41,116,103,1.75,-10.8,67,3.5,3,1020
2020/1/30,0,10,沈阳,87,107,19,19,107,82,0.93,-11.6,65,3,2,1019
2020/1/31,0,13,沈阳,45,58,14,19,87,74,0.63,-11.4,69,0.3,1,1017
2020/2/1,0,13,沈阳,151,178,29,58,88,35,1.48,-9.8,66,0.6,1,1022
2020/2/2,0,14,沈阳,83,105,16,40,75,40,1.17,-9.8,66,1,1,1023
2020/2/3,0,15,沈阳,36,50,18,30,62,48,0.81,-10.3,63,0.8,1,1022
2020/2/4,0,18,沈阳,39,53,17,31,70,34,0.84,-12.1,42,1.6,2,1026
2020/2/5,0,23,沈阳,17,31,11,14,68,50,0.5,-15.8,41,1.6,2,1033
2020/2/6,0,23,沈阳,17,31,12,13,64,51,0.47,-13.6,53,1.3,1,1029
2020/2/7,0,24,沈阳,80,96,31,35,62,40,1.34,-6.8,59,0.9,1,1023
2020/2/8,0,24,沈阳,48,63,22,28,83,57,0.95,-9.5,62,1,1,1025
2020/2/9,0,21,沈阳,63,84,27,33,84,56,1.09,-4.5,74,2,2,1016
2020/2/10,0,21,沈阳,114,157,27,40,94,47,1.9,-1,73,0.6,1,1015
2020/2/11,0,22,沈阳,158,210,30,57,98,57,2.78,3.5,72,1.9,2,1013
2020/2/12,0,21,沈阳,77,103,18,21,111,96,1.09,5.7,72,1.4,1,1009
2020/2/13,0,21,沈阳,40,53,15,22,106,56,0.88,4.3,82,2.5,2,1010
2020/2/14,0,21,沈阳,69,85,16,25,89,44,1.09,-5.3,74,4,3,1022
2020/2/15,0,19,沈阳,20,38,7,13,55,47,0.44,-7,73,4.3,3,1018
2020/2/16,0,16,沈阳,22,75,10,15,67,62,0.51,-8.1,54,4.6,3,1015
2020/2/17,0,16,沈阳,16,108,8,9,71,63,0.44,-11,50,2.1,2,1019
2020/2/18,0,16,沈阳,18,38,12,19,71,39,0.52,-8,68,0.6,1,1020
2020/2/19,0,16,沈阳,62,82,35,49,68,30,1.63,-4.2,71,0.6,1,1023
2020/2/20,0,16,沈阳,84,101,26,54,86,46,1.3,-1.8,65,0.9,1,1025
2020/2/21,0,17,沈阳,91,114,37,55,95,41,1.61,0.8,94,0.9,1,1018
2020/2/22,0,13,沈阳,72,87,12,39,69,34,1.39,-1,49,2.3,2,1019
2020/2/23,0,12,沈阳,15,32,11,21,82,45,0.36,0.9,61,1.9,2,1015
2020/2/24,0,10,沈阳,29,52,22,33,90,70,1.12,1.9,57,1.5,1,1017
2020/2/25,0,8,沈阳,34,52,15,32,81,56,0.57,1.5,47,3.3,2,1018
2020/2/26,0,6,沈阳,23,33,12,18,86,66,0.39,-1.6,53,2.4,2,1025
2020/2/27,0,5,沈阳,30,39,10,21,83,49,0.46,-1.8,60,0.6,1,1024
2020/2/28,0,5,沈阳,44,65,22,43,106,49,0.88,0.8,63,1.9,2,1013
2020/2/29,0,4,沈阳,42,63,17,35,74,41,0.83,0.3,65,1.3,1,1016
2020/3/1,0,3,沈阳,55,73,13,32,71,52,0.67,0.3,55,2,2,1017
2020/3/2,0,3,沈阳,37,49,11,26,87,65,0.52,-1.3,64,1.1,1,1020
2020/3/3,0,3,沈阳,41,55,13,32,79,48,0.56,0,77,1.5,1,1016
2020/3/4,0,3,沈阳,56,73,18,38,79,52,0.88,-4.1,70,2.4,2,1021
2020/3/5,0,3,沈阳,34,47,12,22,91,62,0.53,-2.1,65,1.9,2,1018
2020/3/6,0,3,沈阳,40,55,20,40,92,63,1,2.2,70,1.6,2,1010
2020/3/7,0,3,沈阳,46,64,16,27,88,75,0.76,3.3,89,0.5,1,1012
2020/3/8,0,3,沈阳,43,57,14,41,90,19,0.85,5.3,82,1.5,1,1011
2020/3/9,0,3,沈阳,48,60,15,32,92,51,0.89,3,81,2.1,2,1012
2020/3/10,0,2,沈阳,52,66,10,30,71,57,0.81,1.4,51,2.5,2,1009
2020/3/11,0,2,沈阳,24,45,11,23,82,65,0.49,1.8,44,1.9,2,1009
2020/3/12,0,2,沈阳,18,43,14,27,79,59,0.51,2.8,37,2,2,1014
2020/3/13,0,2,沈阳,19,64,11,20,84,69,0.44,-0.7,37,1.5,1,1019
2020/3/14,0,2,沈阳,18,50,12,25,88,51,0.49,3.3,45,2.1,2,1007
2020/3/15,0,2,沈阳,26,58,14,28,86,66,0.76,-0.8,35,3.3,2,1013
2020/3/16,0,2,沈阳,11,66,7,12,77,57,0.33,0,47,3.1,2,1011
2020/3/17,0,2,沈阳,26,92,18,29,90,68,0.68,6,47,2,2,1005
2020/3/18,0,1,沈阳,34,82,17,36,96,38,0.72,9.6,46,3,2,997
2020/3/19,0,2,沈阳,51,118,24,36,142,94,0.92,5.5,44,3,2,1000
2020/3/20,0,2,沈阳,20,51,9,24,77,40,0.4,7.3,48,2.1,2,1001
2020/3/21,0,2,沈阳,59,119,25,50,91,48,1.12,5.3,31,1,1,1008
2020/3/22,0,2,沈阳,38,65,13,38,100,41,0.53,5.9,42,1.4,1,1011
2020/3/27,0,1,沈阳,27,55,12,27,98,32,0.58,2.9,39,1.5,1,1018
2020/3/28,0,1,沈阳,14,48,9,25,84,55,0.39,3.6,29,1.3,1,1018
2020/3/29,0,1,沈阳,23,59,14,33,89,58,0.46,5.4,31,2.1,2,1014
2020/3/30,0,1,沈阳,38,82,25,35,104,77,0.96,9.6,39,2.8,2,1011
2020/3/31,0,3,沈阳,68,126,27,35,150,116,0.99,11.4,31,2.9,2,1011
2020/4/1,0,3,沈阳,59,105,18,26,121,69,0.74,7.5,22,2.4,2,1016
2020/4/2,0,3,沈阳,31,61,10,31,97,45,0.52,10.6,28,3.3,2,1013
2020/4/3,0,3,沈阳,57,103,23,40,103,62,1.17,11.1,39,4,3,1011
2020/4/4,0,4,沈阳,61,171,13,31,120,84,0.88,3.5,23,2.5,2,1023
2020/4/5,0,4,沈阳,20,74,7,17,92,63,0.39,3.6,30,0.8,1,1020
2020/5/10,0,1,沈阳,26,46,10,41,109,45,0.74,18.8,53,3.8,3,997
2020/5/11,0,1,沈阳,39,199,11,28,125,68,0.8,17.3,33,4.5,3,995
2020/5/12,0,1,沈阳,22,119,6,19,107,87,0.33,14.6,49,2.6,2,997
2020/5/13,0,3,沈阳,14,55,6,21,93,47,0.37,19.8,42,2.6,2,1002
2020/5/14,0,3,沈阳,26,90,15,27,163,136,0.72,22.6,37,4.4,3,1001
2020/5/15,0,3,沈阳,34,164,19,18,172,130,0.64,14.9,74,1,1,1003
2020/5/16,0,3,沈阳,15,56,10,19,116,58,0.49,16.8,82,1,1,999
2020/5/17,0,3,沈阳,NA,NA,NA,NA,NA,NA,NA,17.4,71,1.4,1,997
2020/5/18,0,3,沈阳,NA,NA,NA,NA,NA,NA,NA,14.6,84,3.3,2,995
2020/1/23,0,1,长春,86,91,28,45,82,40,1.03,-10.8,81,2.4,2,999
2020/1/24,0,1,长春,96,97,18,35,94,60,1.01,-16.4,61,0.9,1,1008
2020/1/25,0,1,长春,69,81,26,31,75,40,0.77,-12.4,60,1.4,1,1004
2020/1/26,0,1,长春,209,190,26,36,96,58,1.33,-11.9,66,1.1,1,1004
2020/1/27,0,1,长春,211,206,21,35,106,78,1.66,-7.5,55,1,1,998
2020/1/28,0,1,长春,124,124,25,51,95,42,1.52,-9.1,67,1.5,1,996
2020/1/29,0,4,长春,187,184,35,47,127,112,1.76,-13.6,79,2.6,2,997
2020/1/30,0,4,长春,83,96,30,26,97,70,0.98,-15.4,77,0.9,1,996
2020/1/31,0,6,长春,72,75,27,32,90,61,0.84,-15.3,78,0.4,1,993
2020/2/1,0,12,长春,156,148,22,54,94,52,1.41,-12.2,74,2.1,2,997
2020/2/2,0,16,长春,103,112,18,28,89,62,1.09,-14.2,55,1.5,1,999
2020/2/3,0,17,长春,26,36,17,17,67,49,0.61,-14.5,53,2.5,2,996
2020/2/4,0,27,长春,35,40,14,18,73,51,0.67,-19.8,59,1.8,2,999
2020/2/5,0,28,长春,26,29,14,12,70,47,0.53,-22.2,67,1.3,1,1007
2020/2/6,0,31,长春,57,61,18,21,74,46,0.76,-16.5,52,1.9,2,1004
2020/2/7,0,31,长春,53,53,20,21,83,59,0.78,-13.5,65,2.3,2,998
2020/2/8,0,36,长春,57,63,19,23,93,61,0.84,-14.9,67,0.9,1,1001
2020/2/9,0,38,长春,74,86,24,32,87,60,0.84,-9.3,68,2.5,2,990
2020/2/10,0,34,长春,58,64,22,19,103,68,0.73,-7.3,66,1.4,1,993
2020/2/11,0,36,长春,59,65,26,30,92,74,0.72,3.4,58,3.3,2,987
2020/2/12,0,31,长春,59,65,19,16,126,113,0.81,4.2,85,3.6,3,985
2020/2/13,0,32,长春,53,54,15,27,114,26,0.87,0.6,93,2.3,2,987
2020/2/14,0,31,长春,58,62,11,21,83,53,0.89,-10.3,64,3,2,1002
2020/2/15,0,32,长春,13,20,11,10,65,58,0.33,-9.6,50,2.9,2,999
2020/2/16,0,31,长春,25,30,20,15,74,67,0.41,-11.4,53,3.9,3,992
2020/2/17,0,29,长春,19,29,11,8,74,66,0.39,-13.8,64,2,2,994
2020/2/18,0,26,长春,26,29,13,17,71,43,0.49,-6.2,53,2.5,2,994
2020/2/19,0,26,长春,37,45,14,24,79,53,0.66,-5.4,68,1.8,2,998
2020/2/20,0,26,长春,40,48,12,28,86,39,0.68,-3.3,57,1.1,1,1002
2020/2/21,0,24,长春,44,51,11,27,95,78,0.76,0.3,83,1.9,2,994
2020/2/22,0,23,长春,56,56,14,28,82,42,0.81,-6.3,83,3,2,992
2020/2/23,0,19,长春,31,46,9,18,71,49,0.49,-1.4,59,3.9,3,989
2020/2/24,0,18,长春,28,43,12,21,88,80,0.61,-2.2,53,0.8,1,995
2020/2/25,0,13,长春,24,33,11,25,82,42,0.5,-4.1,64,3,2,999
2020/2/26,0,12,长春,36,38,16,23,86,72,0.54,-4.9,65,1.6,2,1003
2020/2/27,0,12,长春,36,40,13,27,80,40,0.58,-2.5,52,1.4,1,1000
2020/2/28,0,10,长春,36,46,11,30,85,69,0.69,-1.8,70,3.4,3,988
2020/2/29,0,8,长春,42,48,10,23,72,47,0.69,-5.2,79,1.5,1,992
2020/3/1,0,6,长春,43,47,10,28,89,36,0.62,-5.9,82,1.1,1,994
2020/3/2,0,6,长春,56,57,10,35,82,56,0.77,-4.8,73,0.8,1,997
2020/3/3,0,5,长春,64,64,11,35,97,63,0.77,-4.2,76,2.1,2,995
2020/3/4,0,4,长春,67,67,13,31,98,82,0.76,-6.3,88,2.3,2,995
2020/3/5,0,2,长春,44,48,11,26,93,53,0.64,-4.5,61,2.4,2,993
2020/3/6,0,1,长春,29,33,11,28,103,67,0.57,0.8,62,2.9,2,987
2020/3/7,0,1,长春,42,44,11,20,111,74,0.62,1.2,82,2.8,2,988
2020/3/8,0,1,长春,66,64,9,26,99,65,0.73,3.3,91,2.4,2,987
2020/3/9,0,1,长春,58,53,10,25,85,64,0.8,-0.3,69,2.1,2,991
2020/3/24,0,1,长春,38,54,9,41,91,44,0.66,6.9,31,2.8,2,990
2020/3/25,0,1,长春,36,55,10,31,111,82,0.61,11.4,38,3.5,3,983
2020/3/26,0,1,长春,44,79,9,28,133,98,0.69,3,64,3.1,2,990
2020/3/27,0,1,长春,16,49,6,20,80,53,0.49,-0.7,35,3.5,3,992
2020/3/28,0,1,长春,13,74,7,16,77,59,0.39,0.9,34,3.3,2,993
2020/3/29,0,1,长春,17,41,7,18,84,58,0.41,6.4,25,4.7,3,988
2020/3/30,0,1,长春,30,63,10,24,96,84,0.61,10.6,26,4.4,3,986
2020/3/31,0,1,长春,55,76,13,29,136,116,0.73,8.2,33,3,2,987
2020/4/1,0,1,长春,82,99,12,36,118,56,0.81,5.7,27,2,2,991
2020/4/2,0,1,长春,71,91,11,42,114,60,0.69,9.3,26,3.3,2,988
2020/4/3,0,1,长春,57,87,11,31,139,76,0.59,6.1,33,4.3,3,987
2020/4/4,0,1,长春,63,214,9,28,104,65,0.6,-0.4,30,3.1,2,998
2020/4/5,0,1,长春,103,133,10,28,107,64,0.72,1.9,31,1.3,1,997
2020/4/6,0,1,长春,231,236,16,64,195,81,1.31,5.8,34,2.3,2,991
2020/4/7,0,1,长春,211,231,15,56,173,63,1.2,1.6,46,2.4,2,991
2020/4/8,0,1,长春,70,89,8,34,93,55,0.72,1.6,87,2.1,2,993
2020/4/9,0,1,长春,43,42,5,25,65,41,0.6,5.3,64,1.6,2,997
2020/4/10,0,1,长春,36,41,6,29,102,53,0.56,6.2,42,1.4,1,996
2020/4/14,0,1,长春,230,241,13,77,169,108,1.39,15.2,25,2.8,2,982
2020/4/15,0,1,长春,136,187,13,45,189,80,1.1,12.4,33,1.3,1,984
2020/4/16,0,1,长春,415,402,26,99,166,61,2.06,16,33,1.5,1,984
2020/4/17,0,1,长春,281,298,18,74,209,84,1.76,13,46,1.8,2,985
2020/4/18,0,2,长春,255,270,12,62,139,77,1.57,13.1,38,1.1,1,988
2020/4/19,0,2,长春,169,191,9,62,166,81,1.2,13.6,48,2.5,2,983
2020/4/20,0,2,长春,115,142,8,32,155,95,1,1.6,90,5.2,3,976
2020/4/21,0,2,长春,9,13,4,13,88,59,0.62,-1.2,82,4.4,3,977
2020/4/22,0,1,长春,8,27,3,11,59,44,0.47,-0.1,86,2.9,2,985
2020/4/23,0,1,长春,10,13,3,14,57,47,0.47,2.4,59,1.6,2,985
2020/4/24,0,1,长春,17,31,4,27,81,38,0.52,6.6,53,3,2,975
2020/4/25,0,1,长春,19,35,5,25,97,86,0.5,6.7,47,3.4,3,982
2020/4/26,0,2,长春,16,28,4,18,97,60,0.43,5.9,52,1.4,1,990
2020/4/27,0,2,长春,23,44,5,30,84,36,0.56,11.1,37,1.8,2,988
2020/4/28,0,2,长春,32,64,5,38,105,60,0.61,13.5,38,2.1,2,982
2020/4/29,0,2,长春,48,76,8,39,123,61,0.84,13.1,55,2.4,2,985
2020/4/30,0,2,长春,43,60,6,33,110,78,0.77,15.8,58,2.1,2,979
2020/5/1,0,2,长春,50,72,7,41,161,89,0.78,21.5,52,4.8,3,973
2020/5/2,0,1,长春,54,125,10,23,210,168,0.9,22.6,46,4.5,3,975
2020/5/3,0,1,长春,49,104,11,25,197,100,0.89,9.1,89,3,2,980
2020/5/4,0,1,长春,28,37,4,25,65,58,0.53,10.3,47,2.1,2,986
2020/5/5,0,1,长春,14,26,4,20,96,65,0.39,12.3,52,2.3,2,984
2020/5/6,0,1,长春,25,42,4,30,104,69,0.44,13.5,43,1.1,1,990
2020/5/7,0,1,长春,32,58,5,42,131,60,0.52,18.5,26,4,3,986
2020/5/8,0,1,长春,35,78,8,32,137,101,0.63,15.8,60,3.5,3,984
2020/5/9,0,1,长春,34,55,6,23,105,73,0.63,15.4,67,1.1,1,980
2020/5/10,0,1,长春,27,50,5,34,137,60,0.61,17.1,46,3.9,3,971
2020/5/11,0,1,长春,26,158,4,30,128,68,0.47,14.7,48,5,3,969
2020/5/12,0,1,长春,12,55,4,15,88,72,0.32,12,50,3.4,3,972
2020/1/28,0,15,昆明,26,32,8,13,99,79,0.6,6.9,73,0.9,1,809
2020/1/29,0,21,昆明,30,35,8,12,92,69,0.58,6.5,77,2,2,813
2020/1/30,0,24,昆明,28,30,8,11,54,37,0.7,7.8,70,2.1,2,812
2020/1/31,0,30,昆明,26,28,8,10,85,69,0.55,10,64,2.3,2,811
2020/2/1,0,31,昆明,26,31,8,9,93,78,0.48,10,60,2.5,2,811
2020/2/2,0,32,昆明,29,33,9,11,92,78,0.62,10.5,56,2,2,812
2020/2/3,0,34,昆明,28,34,12,14,100,77,0.57,9.7,55,1.9,2,812
2020/2/4,0,34,昆明,24,30,9,14,99,77,0.57,8.6,61,1.5,1,812
2020/2/5,0,37,昆明,31,36,9,14,110,81,0.6,9.7,58,2.3,2,810
2020/2/6,0,40,昆明,25,32,10,14,119,96,0.52,11.8,38,2.6,2,811
2020/2/7,0,41,昆明,19,25,9,6,99,86,0.37,10.2,59,2.1,2,813
2020/2/8,0,39,昆明,30,37,13,16,118,90,0.57,9.3,77,1,1,815
2020/2/9,0,36,昆明,37,42,9,15,109,74,0.58,9,87,1.3,1,816
2020/2/10,0,39,昆明,39,38,7,15,52,25,0.78,11.8,78,2.1,2,813
2020/2/11,0,40,昆明,19,21,7,8,90,76,0.62,11.5,60,1.8,2,813
2020/2/12,0,41,昆明,18,24,8,12,106,77,0.5,10.4,59,1.1,1,812
2020/2/13,0,41,昆明,18,25,9,15,101,85,0.43,11.3,54,2.1,2,810
2020/2/14,0,41,昆明,20,27,13,16,108,87,0.43,12.2,49,2,2,807
2020/2/15,0,41,昆明,26,37,10,15,123,104,0.47,11.3,55,1.4,1,810
2020/2/16,0,43,昆明,33,36,10,10,95,65,0.52,6.1,71,1.6,2,815
2020/2/17,0,44,昆明,37,40,9,11,90,66,0.63,5.7,78,2.3,2,817
2020/2/18,0,41,昆明,43,50,8,15,53,47,0.63,7.1,82,1.9,2,816
2020/2/19,0,39,昆明,50,52,7,16,59,50,0.77,12.3,62,1.8,2,815
2020/2/20,0,38,昆明,38,46,7,13,101,85,0.68,11.9,64,2,2,815
2020/2/21,0,29,昆明,37,49,8,18,115,90,0.7,12.3,70,1.6,2,818
2020/2/22,0,21,昆明,48,54,7,19,132,101,0.75,15.4,63,2.1,2,818
2020/2/23,0,21,昆明,45,50,7,11,120,97,0.73,14.4,66,2.6,2,816
2020/2/24,0,17,昆明,43,48,7,12,125,104,0.8,13.9,62,3.1,2,813
2020/2/25,0,17,昆明,30,37,7,12,115,94,0.7,14,56,2.4,2,813
2020/2/26,0,17,昆明,28,38,8,17,116,85,0.68,14.5,59,2.3,2,814
2020/2/27,0,5,昆明,39,47,9,23,130,90,0.82,15.6,63,2.1,2,813
2020/2/28,0,5,昆明,57,66,7,17,138,119,0.87,13.7,70,1.9,2,811
2020/2/29,0,5,昆明,43,48,7,16,113,88,0.8,14.2,57,2.8,2,811
2020/3/1,0,5,昆明,36,46,10,22,118,89,0.9,13.9,53,2.1,2,811
2020/3/2,0,5,昆明,24,40,9,31,114,79,0.67,14.1,51,2,2,811
2020/3/3,0,1,昆明,26,41,9,32,114,88,0.65,10.4,75,2.8,2,811
